"","blockgroupID","mural_presence","log_income","pop","area","black_prop","vacantprop","comresprop","povertymetric"
"36","107_4","0",8.90490157793514,1128,1331843.377,0.939716312,0.105600718,0.013026575,0.574304056
"37","108_1","0",9.20331575703922,551,1740233.611,0.954627949,0.128096601,0.004356456,0.552499484
"38","108_2","0",9.00085314710946,633,1115539.112,0.936808847,0.281464377,0.031291616,0.699101333
"39","108_3","0",9.22926025682869,1093,1696987.483,0.790484904,0.194890171,0.041490169,0.614998917
"40","108_4","1",9.38185373005353,801,905773.7354,0.787765293,0.085199716,0.139922703,0.574188374
"41","108_5","0",9.29025999515206,533,837643.2815,0.941838649,0.177859014,0.038777932,0.5229012
"42","109_1","1",9.45469731968959,802,1265981.999,0.846633416,0.069463775,0.008955136,0.421210636
"43","109_2","1",8.97840831462889,734,469992.7097,0.741144414,0.01684609,0.011757781,0.593912475
"44","109_3","1",9.26084335414929,777,931610.9362,0.643500644,0.088310395,0.123389184,0.636805174
"45","11.01_1","0",10.7781643096898,701,387597.1691,0.09700428,0.024744998,0.351654669,0.186492115
"46","11.01_2","1",10.4646450086331,1015,566784.9316,0.101477833,0.002000601,0.102849214,0.342913628
"47","11.01_3","0",10.9650554248649,1032,573251.8286,0.060077519,0.00082477,0.101545915,0.191347383
"48","11.01_4","1",10.7207752945683,838,342366.1601,0.124105012,0.003292428,0.099525343,0.131938242
"49","11.02_1","0",10.9799053556945,972,1431039.839,0.04218107,0,0.063553518,0.081761851
"50","11.02_2","0",10.834036156157,1687,761823.4419,0.052756372,0,0.107837853,0.246612813
"51","110_1","1",9.12281977444669,599,1529166.616,0.896494157,0.12203917,0.197115736,0.486019077
"52","110_2","1",9.10786458038695,903,1171461.657,0.933554817,0.092545602,0.046428762,0.622740875
"53","110_3","1",9.7697275623566,830,1197492.401,0.890361446,0.198911929,0.088595704,0.383979179
"54","110_4","1",9.96090704340361,1138,1185440.407,0.955184534,0.128616554,0.043972681,0.352222701
"55","111_1","1",9.58252442551568,494,6692600.864,0.91902834,0.249135963,0.875527487,0.434612425
"56","111_2","1",9.77951037271642,570,2678284.575,0.884210526,0.062466493,0.251250899,0.325031825
"57","111_3","0",8.87654455055838,715,932235.8192,0.93986014,0.090318358,0.168379294,0.630651463
"58","111_4","1",9.44065812703839,1066,1583958.907,0.94934334,0.045669926,0.094901511,0.493093958
"59","111_5","1",9.53002970306294,867,2104055.449,0.933102653,0.13534659,0.255931835,0.459670549
"60","112_1","0",10.1358286762044,646,631656.8773,0.945820433,0.030350859,0.077483571,0.385240524
"61","112_2","0",10.0242439411719,670,844012.7446,0.973134328,0.041694165,0.067846694,0.115620605
"62","112_3","0",9.59396878547517,804,758585.2262,0.949004975,0.003369359,0.024780858,0.437299937
"63","112_4","0",9.82102943009561,950,952742.0375,0.938947368,0.002546504,0.024885064,0.223564207
"64","112_5","0",9.37881652194808,781,814060.8806,0.930857875,0.003444301,0.014063372,0.449104476
"65","112_6","0",9.2983512492989,754,690984.3117,0.938992042,0.049470444,0.034249741,0.450331587
"66","112_7","0",9.13712430964492,889,717216.9081,0.941507312,0.014829952,0.016021103,0.489218291
"67","113_1","0",10.0387175017962,1047,1603381.879,0.93982808,0.000923048,0.213915257,0.199018363
"68","113_2","0",9.70826311038665,906,1125124.357,0.94812362,0.111218504,0.050561898,0.359499926
"69","113_3","0",9.36417671669105,964,872104.3884,0.950207469,0.019842193,0.024637204,0.450462615
"70","114_1","0",9.81558486936022,1262,2269858.651,0.872424723,0.022736541,0.037252039,0.271514778
"71","114_2","0",9.51214721847336,743,793328.7439,0.939434724,0.010904471,0.009798094,0.314930632
"72","114_3","0",9.74132150194574,835,754571.2601,0.943712575,0.005776881,0.011480316,0.375851809
"73","114_4","0",9.79790478996106,848,791649.9315,0.956367925,0.001979131,0.03008428,0.323169484
"74","114_5","0",9.30392178559771,1424,1520172.807,0.927668539,0.021544383,0.02277127,0.612405951
"75","114_6","0",10.1773622402567,1014,4331172.272,0.886587771,0.017422219,0.200359607,0.343575441
"76","115_1","0",10.0727238697814,945,855821.943,0.871957672,0,0,0.111872138
"77","115_2","0",9.72142596194803,1230,1040112.373,0.827642276,0.002625505,0.019308272,0.337015056
"78","115_3","0",10.2031105475556,1117,1349775.675,0.852282901,0.003467561,0.0507377,0.162740725
"79","115_4","0",9.87338910471209,990,737102.2202,0.860606061,0.003117863,0.036603231,0.249160683
"80","117_1","0",9.48135938353142,1931,7032910.203,0.369238736,0.00386953,0,0.2965986
"81","118_1","0",10.0864755538732,781,1303810.571,0.85915493,0.023074782,0.004942224,0.124034107
"82","118_2","0",10.3117487479463,1063,1188801.142,0.939793039,0.010031259,0.023809853,0.231214977
"83","118_3","0",9.68421151274841,1101,4284228.902,0.965485922,0.013754886,0.160732597,0.314486023
"84","118_4","0",9.84638796049556,610,657138.7575,0.942622951,0.008175242,0.013489298,0.440617814
"85","118_5","0",10.1703417222765,1343,1673749.288,0.921816828,0,0.003882657,0.112950045
"86","118_6","0",9.59879495125094,723,732086.7894,0.9197787,0,0.016697783,0.094255532
"87","119_1","0",9.84908416365674,1183,1413125.539,0.92476754,0.019415212,0.074082654,0.314531344
"88","119_2","0",10.1163383143649,1652,1898631.623,0.924939467,0.014682873,0.007525005,0.350792409
"89","119_3","1",9.82994864920126,965,1627766.492,0.954404145,0.065815783,0.083493655,0.282425513
"90","119_4","0",10.2504757308853,739,1790334.996,0.866035183,0.004154886,0.102762073,0.096853833
"91","119_5","0",9.75359446296151,656,701279.0763,0.893292683,0.002943507,0.010691632,0.1782023
"92","12.01_1","0",11.239632701399,770,1635262.794,0.012987013,0,0.009570206,0.063054539
"93","12.01_2","0",11.6636961533423,1116,850620.3627,0.034946237,0,0.051036148,0.179077005
"94","12.01_3","0",11.3848306956626,956,703634.8283,0.023012552,0,0.088002305,0.027938655
"95","12.01_4","0",11.5167979571841,936,660714.3978,0.014957265,0,0.11868258,0.071790357
"96","12.02_1","1",11.3307918905065,1461,702771.1784,0.039014374,0,0.160236615,0.128602919
"97","12.02_2","1",11.0287580005162,1192,705554.1921,0.048657718,0.004670973,0.098337886,0.128077012
"98","12.02_3","0",11.2745667478495,815,629640.5894,0.055214724,0,0.032100168,0.047852438
"99","12.02_4","1",10.6342676479029,938,806966.1433,0.109808102,0.003165569,0.205375308,0.270562826
"100","12.02_5","0",11.0242037401112,731,470943.4945,0.027359781,0,0.088011867,0.191600463
"101","120_1","0",9.79523396709587,535,1951264.559,0.687850467,0.004248631,0.018584608,0.326842038
"102","120_2","0",10.1999187396202,1412,4508429.199,0.488668555,0.004955013,0.110724845,0.142811388
"103","121_1","0",10.055865232957,1258,1815101.595,0.611287758,0,0.150549459,0.277284521
"104","121_2","0",9.80366721725392,1289,7671782.96,0.712179984,0.024481478,0.010561425,0.332777602
"105","122.01_1","0",9.8045508046761,785,2316404.229,0.41656051,0,0.230792901,0.537434149
"106","122.01_2","0",10.0574953650155,2126,1803027.984,0.358419567,0,0.049755447,0.468668817
"107","122.03_1","0",9.835422821622,1120,2431952.374,0.301785714,0,0.437107604,0.485303834
"108","122.04_1","0",10.428659770009,1754,2229711.445,0.644811859,0,0.131709817,0.246471844
"109","122.04_2","0",10.2008847796745,1810,7511550.68,0.680662983,0.027758726,0.179114988,0.431764529
"110","125_1","0",11.0608874826873,1479,3761963.217,0.154834348,0.001780866,0.677311196,0.081904958
"111","125_2","0",11.1136859376563,2274,1797879.225,0.094986807,0.05617484,0.418921721,0.186246575
"112","125_3","0",10.5877705621576,1457,4263195.898,0.08030199,0.007507117,0.5,0.293069273
"113","13_1","0",10.9541518223309,727,596957.5134,0.277854195,0.000991992,0.086765759,0.162259452
"114","13_2","0",10.607376829628,866,601691.4511,0.352193995,0.00611056,0.034821516,0.246837172
"115","13_3","0",10.0898841284832,641,742919.914,0.425897036,0.022554627,0.015344134,0.184819893
"116","13_4","0",10.4711565405191,721,527272.9077,0.375866852,0.001387188,0.016604053,0.298054363
"117","13_5","1",10.8183172175718,1987,6005335.208,0.258178158,0.024730827,0.088431037,0.125315751
"118","131_1","0",10.0195357508988,890,2708904.15,0.758426966,0.04335791,0.079425586,0.291844959
"119","131_2","1",9.7747446766434,639,754018.1143,0.635367762,0.047758378,0,0.35857965
"120","132_1","0",9.5767180913763,1022,1538542.36,0.878669276,0.090959958,0,0.283867657
"121","132_2","1",9.47347357150655,1892,3047934.252,0.739429175,0.107584374,0.253515609,0.513907518
"122","133_1","1",10.8282621940586,1744,1863681.867,0.180045872,0.01610045,0.269505026,0.245329902
"123","133_2","1",9.94501329936463,1110,1983891.907,0.691891892,0.128882975,0.238388286,0.448108185
"124","134.01_1","0",11.0269387845512,1154,650974.8185,0.031195841,0.003386059,0.100477093,0.061836973
"125","134.01_2","0",11.0526978939673,1134,1112545.577,0.037037037,0.003973727,0.138771416,0.08184601
"126","134.02_1","0",10.9130318052862,1094,817251.2716,0.101462523,0.00512956,0.084369838,0.125749606
"127","134.02_2","1",10.8506372119963,606,633529.487,0.174917492,0.013894606,0.079227931,0.192252866
"128","134.02_3","0",10.6837981818555,1222,1114094.121,0.070376432,0.002671926,0.187235628,0.192068185
"129","135_1","0",10.7765784651041,521,1299588.583,0.044145873,0,0.015975568,0.315328923
"130","135_2","0",10.5746702707174,588,539416.6755,0.447278912,0.029726557,0.06604049,0.228724476
"131","135_3","0",10.6802863055917,692,519862.8226,0.079479769,0,0.00682665,0.024040624
"132","135_4","0",10.1952985890716,1421,1993655.807,0.638282899,0.093071917,0.121211544,0.334632389
"133","136.01_1","0",10.8554349616183,1169,845235.8451,0.02566296,0.004528944,0.058854635,0.025523735
"134","136.01_2","0",11.071734728777,1508,956729.287,0.035809019,0,0.015813228,0.104353445
"135","136.02_1","0",10.7106774491367,665,525985.7179,0.037593985,0.006628031,0.019511087,0.077287584
"136","136.02_2","1",10.7625092762197,1225,971261.3358,0.097142857,0,0.010997578,0.138690198
"137","136.02_3","0",10.5631296545387,970,641159.8821,0.098969072,0,0.033044951,0.236926943
"138","136.02_4","0",10.7607074548332,643,385015.4986,0.032659409,0,0.014040774,0.138351052
"139","137_1","0",9.93547059838918,736,641888.9293,0.907608696,0.088982823,0.034192874,0.347152377
"140","137_2","0",9.60696653141714,1081,1370007.538,0.804810361,0.146335095,0.130411222,0.632326704
"141","137_3","0",9.62238379544447,1051,786131.9328,0.927687916,0.059065947,0.02460335,0.413434064
"142","137_4","0",10.3192659619194,794,698857.5016,0.443324937,0.010681255,0.179207081,0.144309908
"143","137_5","1",10.017262566795,1151,2843427.714,0.682884448,0.155225435,0.284317971,0.419333921
"144","138_1","0",9.72346335479086,674,1629810.72,0.909495549,0.169389658,0.035683383,0.35685471
"145","138_2","1",9.68315255354396,1387,2038977.622,0.859408796,0.104116386,0.202947115,0.306406606
"146","139_1","0",8.93590352627442,1521,707289.8027,0.935568705,0.031874121,0.026418885,0.624147582
"147","139_2","1",9.17419492533983,1041,2247788.032,0.928914505,0.223698946,0.072902555,0.584291651
"148","139_3","1",9.87534524658985,1202,3096921.086,0.529950083,0.010641489,0.027424955,0.433014805
"149","14_1","0",10.7579454329783,1465,1313469.796,0.222525597,0.003928024,0.065445248,0.141952086
"150","14_2","0",10.9200217301686,765,522348.1298,0.181699346,0.001548452,0.034523098,0.056221436
"151","14_3","1",10.8538511547434,1720,1558060.676,0.324418605,0.059479977,0.168231638,0.2063447
"152","140_1","1",9.8644868151864,1340,2538983.684,0.718656716,0.081643775,0.203664531,0.429631274
"153","140_2","0",9.69806112202708,647,1005469.553,0.805255023,0.258915145,0.022261186,0.644547182
"154","140_3","1",9.58754317036638,1023,1183631.173,0.76344086,0.130048474,0.179088016,0.486739906
"155","141_1","0",9.28544784446299,1198,3637697.096,0.603505843,0.092749805,0.250639157,0.529471332
"156","141_2","1",9.75840397534698,896,2405274.416,0.925223214,0.011156598,0.230079536,0.36887597
"157","142_1","0",10.5422049461068,854,930551.3985,0.104215457,0.045600388,0.063400557,0.189001232
"158","142_2","1",10.8104953308114,2716,10542828.1,0.070692194,0.11418898,0.320188699,0.150189015
"159","143_1","1",10.5255682846622,860,8122458.748,0.056976744,0.017346866,0.221601321,0.218565197
"160","143_2","0",10.4279201797083,579,1045028.535,0.022452504,0.051851706,0.097076279,0.120280777
"161","144_1","1",9.97380621144508,684,958819.7084,0.175438596,0.102869152,0.08181519,0.329165207
"162","144_2","1",9.66694209553173,1482,4154178.993,0.082321188,0.145291432,0.267303882,0.436506433
"163","144_3","1",9.94198685168674,939,1438660.801,0.261980831,0.071290599,0.101200814,0.276727611
"164","145_1","1",9.61072593434105,1691,2222903.758,0.547013601,0.101987993,0.088341664,0.442338694
"165","145_2","0",9.38016753118845,773,1233115.221,0.64683053,0.184683365,0.033854566,0.354773408
"166","146_1","1",9.22147811638664,2996,3236270.056,0.348798398,0,0.337590299,0.330075701
"167","146_2","0",10.197350484063,600,922564.867,0.885,0,0,0.150146551
"168","146_3","0",9.30072937170386,693,625859.9858,0.907647908,0,0,0.467355034
"169","147_1","1",9.09616332691378,1126,1166835.402,0.705150977,0.131143851,0.090333511,0.692256057
"170","147_2","0",8.47386806667786,2813,2463604.21,0.301102026,0.052970626,0.274700537,0.801832877
"171","148_1","1",9.55414281969224,785,2054921.368,0.894267516,0.177790764,0.155594224,0.336958158
"172","149_1","1",9.11580988812995,696,979519.826,0.916666667,0.186553246,0.225578776,0.604190224
"173","149_2","0",9.8599013243732,548,491661.1003,0.979927007,0.085400125,0.009110259,0.157325498
"174","149_3","1",9.97864140613655,697,925777.3858,0.921090387,0.120025049,0.093358246,0.267673934
"175","149_4","0",9.29127498947218,798,503225.7194,0.941102757,0.058012741,0.0582018,0.501529217
"176","149_5","0",9.75765220431258,640,529050.3777,0.94375,0.055303335,0.025175,0.189059856
"177","149_6","1",10.139152384404,588,1443691.12,0.93707483,0.123354977,0.072844933,0.239166245
"178","15_1","0",10.797921148055,942,786808.5155,0.039278132,0.008833357,0.267116309,0.099713927
"179","15_2","1",10.8761586178464,1766,1785496.843,0.234428086,0.027929275,0.141643058,0.146734456
"180","151.01_1","0",10.0214039126377,922,1024038.358,0.946854664,0.135625309,0.021456928,0.264988242
"181","151.01_2","0",9.33397293242146,1116,1051998.458,0.957885305,0.077173213,0.029303961,0.608658153
"182","151.02_1","1",9.20432229965062,1775,2646009.743,0.957183099,0.104798852,0.094262705,0.602855416
"183","151.02_2","0",9.54187185170622,1239,1925761.571,0.963680387,0.121563555,0.030994294,0.481509552
"184","151.02_3","1",9.58870831219998,1255,1412745.031,0.946613546,0.150923957,0.120745234,0.534377456
"185","152_1","0",9.6489823247789,656,719487.0038,0.824695122,0.149614158,0.060425452,0.624473338
"186","152_2","0",8.53934599605737,2255,2887327.175,0.960532151,0.103707518,0.031428428,0.73077477
"187","152_3","0",8.96123778149188,1184,1004324.41,0.928209459,0.064413871,0.01372686,0.585839105
"188","152_4","0",8.98919482332465,1513,2084905.506,0.940515532,0.156477315,0.045538424,0.623582841
"189","152_5","0",10.2205220952649,525,498342.8009,0.956190476,0.202400774,0.058556532,0.548908001
"190","153_1","1",8.35420356292178,1431,1042752.066,0.205450734,0.044705154,0.169467443,0.691052468
"191","153_2","0",9.28961355287069,952,748119.2509,0.586134454,0.106454336,0.021646301,0.594200931
"192","153_3","0",8.77261030328074,805,1029400.34,0.724223602,0.088879454,0.074685679,0.703374568
"193","153_4","0",9.01869548772134,1774,2223953.812,0.445321308,0.090902954,0.007932661,0.801349467
"194","156_1","0",9.64264213403791,835,2710590.865,0.237125749,0.158325712,0.147259294,0.413719388
"195","156_2","1",9.13809220776856,906,1907849.412,0.193156733,0.262342063,0.385113464,0.575383962
"196","157_1","1",9.45626251017973,656,1192450.916,0.100609756,0.072756912,0.188537663,0.404313604
"197","157_2","1",9.73020502039284,1112,742371.8667,0.072841727,0.002642461,0.037228345,0.294358456
"198","157_3","1",9.93981948178352,873,3281769.251,0.097365407,0.073002948,0.420615654,0.315532826
"199","158_1","1",10.190094046761,1155,1314857.021,0.01991342,0.018423538,0.041298087,0.087758267
"200","158_2","0",10.3218688859108,946,732231.5383,0.014799154,0.025017044,0.045694194,0.17837718
"201","158_3","0",9.98879330911523,892,1380452.66,0.019058296,0.075512586,0.160373304,0.532548962
"202","158_4","0",10.2547076457919,583,739529.7603,0.025728988,0.093931793,0.126929495,0.300075803
"203","158_5","0",10.1738199866528,1191,1349115.255,0.028547439,0.051103147,0.037775121,0.291408275
"204","158_6","0",10.4095518592004,917,721442.7714,0.01308615,0.031741535,0.003768927,0.107201099
"205","16_1","1",11.0093236862936,934,1155911.726,0.087794433,0.003949445,0.433985714,0.086261122
"206","16_2","0",10.8563801868548,1258,954343.8612,0.019872814,0,0.148797841,0.131939488
"207","160_1","0",9.64962702855986,629,700227.3904,0.038155803,0.065425582,0.036369205,0.304170404
"208","160_2","0",10.3614186005476,955,908455.5931,0.028272251,0.027569676,0.049458848,0.202783198
"209","160_3","0",10.2873884827285,1695,2278995.016,0.026548673,0.061271263,0.181360255,0.190978463
"210","160_4","0",9.8866465353401,803,677606.4814,0.04732254,0.019826129,0.030739249,0.274473964
"211","160_5","1",9.8034461983559,836,937122.4087,0.028708134,0.056830741,0.090867706,0.28312515
"212","160_6","0",9.98276073343064,997,1268492.544,0.008024072,0.073795672,0.147456754,0.224787967
"213","160_7","1",10.2018127850864,1087,979185.8174,0.015639374,0.025394234,0.018625222,0.204352697
"214","161_1","1",9.7841971313448,1972,3399120.563,0.096855984,0.142869387,0.202314573,0.402225139
"215","161_2","0",9.40738632416852,1755,2220586.296,0.084900285,0.072822945,0.148497191,0.447241682
"216","161_3","0",9.21522840604896,941,1018195.834,0.096705632,0.070133645,0.029624054,0.381599022
"217","161_4","0",9.6237075099802,922,970239.0177,0.163774403,0.085756033,0.0567689,0.517555649
"218","162_1","0",9.49657139216065,727,969151.7437,0.122420908,0.049960673,0.244658815,0.43878337
"219","162_2","1",8.96123778149188,917,2402484.418,0.298800436,0.152503774,0.134520133,0.632549871
"220","162_3","1",9.30054663986233,581,552701.2016,0.103270224,0.085281531,0.138618646,0.374642174
"221","163_1","0",9.31352852977235,834,1253664.063,0.17146283,0.01943345,0.188088605,0.561108153
"222","163_2","0",8.9368241549973,811,1767090.071,0.087546239,0.108297991,0.387945852,0.55080711
"223","163_3","0",8.53208180390999,582,644539.1758,0.190721649,0.062235904,0.200251442,0.719303858
"224","163_4","1",9.08885047438847,1021,2487768.921,0.10675808,0.161189404,0.206476488,0.617802502
"225","164_1","1",9.441610810502,1316,1503718.693,0.262158055,0.087604825,0.105645797,0.489564055
"226","164_2","0",8.56731580081945,631,577147.6094,0.270998415,0.117415073,0.063168479,0.686357298
"227","164_3","0",9.00307016981826,1573,1534026.285,0.495232041,0.088616099,0.120865873,0.622478413
"228","164_4","1",8.97979449089521,1044,1600534.725,0.41954023,0.15737549,0.086961442,0.666255623
"229","165_1","0",9.14974074984725,529,524343.1056,0.933837429,0.078160337,0.058872309,0.6436171
"230","165_2","0",9.92739937258244,615,846503.2013,0.925203252,0.097802842,0.019851505,0.175094849
"231","165_3","1",8.9138193508572,1614,2873507.348,0.869888476,0.210511065,0.164657569,0.715446387
"232","166_1","0",9.69393867348769,1185,2092429.544,0.776371308,0.162285433,0.357953549,0.467049439
"233","166_2","0",9.20703491496746,603,715503.8842,0.674958541,0.067791417,0.211859739,0.552061128
"234","167.01_1","0",9.48006211905097,990,749466.655,0.938383838,0.05009661,0.024438835,0.35805325
"235","167.01_2","0",9.67268978228506,672,966296.381,0.974702381,0.073097567,0.036719612,0.256208407
"236","167.01_3","0",9.68327719519936,1393,1016079.053,0.913854989,0.090243187,0.027402712,0.475741307
"237","167.02_1","0",9.19766031881881,683,737469.7775,0.922401171,0.168671857,0.082009454,0.447670152
"238","167.02_2","0",10.301021290318,698,624177.2475,0.932664756,0.093467289,0.06930617,0.276350644
"239","167.02_3","1",9.11668881589473,763,1664315.624,0.876802097,0.146145087,0.344832827,0.445037678
"240","167.02_4","0",8.84548923675327,759,792520.2606,0.782608696,0.120334417,0.164851287,0.704385238
"241","168_1","0",9.69332192251218,673,1600696.452,0.961367013,0.188588602,0.034418528,0.336997742
"242","168_2","0",9.79779364797706,539,496593.73,0.953617811,0.034707841,0.030460787,0.444395924
"243","168_3","0",9.77542688246861,597,719187.9715,0.922948074,0.19409079,0.013144936,0.280935165
"244","168_4","0",9.28915155240047,647,686806.4261,0.969088099,0.222854602,0.028975204,0.453525807
"245","168_5","0",9.34626888920043,626,533430.7793,0.937699681,0.015767532,0.033459482,0.515663665
"246","168_6","0",9.41352608394945,853,2214205.514,0.942555686,0.047425285,0.030164104,0.410828016
"247","169.01_1","0",9.46614470552994,1165,1541136.573,0.957081545,0.084464564,0.149961188,0.410004356
"248","169.01_2","0",9.62753640296004,970,1532960.017,0.941237113,0.21243166,0.014275458,0.370705029
"249","169.01_3","0",9.77298015445635,1331,2441441.46,0.951915853,0.133022466,0.338929327,0.423188726
"250","169.02_1","0",9.67105095431033,1599,1215783.435,0.960600375,0.104281765,0.015309904,0.414484989
"251","169.02_2","1",9.53111867191715,776,1566683.103,0.979381443,0.143266268,0.116216087,0.340150399
"252","169.02_3","0",9.86339445896968,1712,1634195.302,0.948598131,0.130995954,0.051597077,0.329617612
"253","169.02_4","0",9.44272112864287,1437,1645226.354,0.951983299,0.028061697,0.00915542,0.431874401
"254","17_1","1",11.0482675220492,1197,1250824.353,0.039264829,0.000804195,0.081008094,0.036681243
"255","17_2","0",10.9045788861027,1450,1129526.121,0.07862069,0.003832324,0.097640448,0.075238764
"256","170_1","0",10.3300289862462,1438,6294938.418,0.591794159,0.011620837,0.027755105,0.235473922
"257","170_2","0",8.8337542234184,502,7307563.585,0.938247012,0.148127813,0.028290328,0.487531192
"258","170_3","0",9.8371874807789,1013,3830292.159,0.864758144,0.041951005,0.189956359,0.282460274
"259","171_1","0",8.99590876126399,776,940324.9853,0.952319588,0.017724554,0.046546375,0.536544336
"260","171_2","0",9.53604051161548,949,690091.7018,0.955742887,0.012448332,0.048314337,0.292302484
"261","171_3","0",9.78627935163059,1508,4004200.078,0.953580902,0.01088435,0.093758186,0.344204298
"262","171_4","0",9.50651131182387,814,6635589.158,0.966830467,0.001615081,0.053096827,0.481348458
"263","172.01_1","0",9.69159299339981,967,1006722.276,0.944157187,0.04944334,0.179195678,0.301355044
"264","172.01_2","0",8.97398492668974,1168,794252.7611,0.944349315,0.023637208,0.048660791,0.642979849
"265","172.01_3","0",9.21910187764476,1059,1027020.115,0.964117092,0.037249436,0.112630469,0.443547484
"266","172.02_1","0",9.31470038730042,1197,855020.6488,0.956558062,0.037478574,0.02228061,0.457685045
"267","172.02_2","0",9.53502917005706,1113,861377.2634,0.962264151,0.0449357,0.024887207,0.443389771
"268","172.02_3","0",9.45657525451379,725,644536.4225,0.913103448,0.074137818,0.049828883,0.369125504
"269","172.02_4","0",9.51103738150546,1021,764387.8791,0.963761019,0.032560847,0.046361086,0.404531655
"270","173_1","0",9.36082720525012,1141,1094077.826,0.929886065,0.029167903,0.119981962,0.548713255
"271","173_2","0",9.68495833877266,2024,8311568.619,0.897727273,0.124860186,0.493675464,0.352957224
"272","174_1","1",9.24619002486988,1254,1933745.094,0.862838915,0.205264109,0.157270033,0.542150768
"273","174_2","1",9.43019853229886,1165,1872994.44,0.946781116,0.195424218,0.115678082,0.480815292
"274","175_1","1",8.95144010094985,1631,1578754.42,0.368485592,0.126228269,0.042750525,0.668103099
"275","175_2","0",8.65102453904976,910,1256275.408,0.11978022,0.085675717,0.205099045,0.492066401
"276","175_3","1",9.17045543827727,768,1273436.901,0.350260417,0.024037549,0.286979553,0.553494746
"277","175_4","0",8.94858592153432,877,877732.0068,0.290763968,0.112747483,0.061810912,0.660855331
"278","175_5","0",8.77012852753818,1503,1100969.027,0.221556886,0.137683648,0.03123393,0.750896875
"279","175_6","1",9.28079883562474,1327,1722163.295,0.186134137,0.177564382,0.071800207,0.604039395
"280","176.01_1","0",9.05111014640562,642,858823.5842,0.043613707,0.196886539,0.090377237,0.57203559
"281","176.01_2","1",8.95325216460903,713,885818.0117,0.051893408,0.162709048,0.276758433,0.603509926
"282","176.01_3","1",9.06195636620992,1565,1769969.805,0.061980831,0.127694551,0.339855658,0.610928566
