"blockgroupID","X","blockcount","blockgroup","censustract","total","white","black","asian","other","hispanic","area","income","poverty.1.verypoor","poverty.2.poor","poverty.3.middle","poverty.4.uppermiddle","segregationmetric","povertymetric","vacantprop","comresprop","whiteprop","blackprop","asianprop","otherprop","hispanicprop","violentcrime.2006","violentcrime.2007","violentcrime.2008","violentcrime.2009","violentcrime.2010","violentcrime.2011","violentcrime.2012","violentcrime.2013","violentcrime.2014","violentcrime.2015","violentcrime.2016","nonviolentcrime.2006","nonviolentcrime.2007","nonviolentcrime.2008","nonviolentcrime.2009","nonviolentcrime.2010","nonviolentcrime.2011","nonviolentcrime.2012","nonviolentcrime.2013","nonviolentcrime.2014","nonviolentcrime.2015","nonviolentcrime.2016","mural_count","violentcrime_total","nonviolentcrime_total","mural_presence"
"168_3",239,7,3,168,597,10,551,0,13,23,719187.9715,17596,0,0.302469136,0.198765432,0.498765432,0.501567712,0.280935165,0.19409079,0.013144936,0.016750419,0.922948074,0,0.021775544,0.038525963,40,23,34,20,42,41,31,24,36,36,14,28,29,22,27,32,29,21,29,32,30,12,0,784,744,"0"
"168_4",240,7,4,168,647,10,627,0,8,2,686806.4261,10820,0.211805556,0.287037037,0.087962963,0.413194444,0.547707737,0.453525807,0.222854602,0.028975204,0.015455951,0.969088099,0,0.01236476,0.00309119,23,22,26,17,22,38,42,23,25,19,10,28,36,24,25,19,26,32,22,21,18,17,0,494,491,"0"
"168_5",241,6,5,168,626,13,587,4,14,8,533430.7793,11456,0.303206997,0.083090379,0.39941691,0.214285714,0.516319319,0.515663665,0.015767532,0.033459482,0.020766773,0.937699681,0.006389776,0.022364217,0.012779553,29,17,11,18,31,24,26,36,14,29,12,26,13,18,17,26,23,23,18,23,14,19,0,950,1055,"0"
"168_6",242,18,6,168,853,1,804,10,9,29,2214205.514,12253,0.142227122,0.231532525,0.285556781,0.340683572,0.521175324,0.410828016,0.047425285,0.030164104,0.001172333,0.942555686,0.011723329,0.010550996,0.033997655,68,31,38,40,41,71,65,55,65,49,30,45,36,41,44,64,56,46,51,44,41,12,0,789,590,"0"
"169.01_1",243,19,1,169.01,1165,10,1115,7,17,16,1541136.573,12915,0.010628019,0.453140097,0.234782609,0.301449275,0.535701184,0.410004356,0.084464564,0.149961188,0.008583691,0.957081545,0.006008584,0.014592275,0.013733906,90,86,104,82,92,61,61,65,45,56,42,81,68,87,47,66,93,54,68,70,66,44,0,793,637,"0"
"169.01_2",244,16,2,169.01,970,10,913,1,26,20,1532960.017,15177,0.168107589,0.158501441,0.239193084,0.434197887,0.523004164,0.370705029,0.21243166,0.014275458,0.010309278,0.941237113,0.001030928,0.026804124,0.020618557,62,58,64,27,49,40,45,45,32,49,23,46,56,39,38,35,67,60,59,36,37,18,0,788,680,"0"
"169.01_3",245,23,3,169.01,1331,6,1267,1,22,35,2441441.46,17553,0.273864384,0.099407505,0.190256748,0.436471363,0.530535491,0.423188726,0.133022466,0.338929327,0.004507889,0.951915853,0.000751315,0.016528926,0.026296018,105,85,83,77,115,81,79,84,97,92,52,102,101,71,64,109,115,111,113,117,104,48,0,576,574,"0"
"169.02_1",246,16,1,169.02,1599,6,1536,1,21,35,1215783.435,15852,0.252669039,0.104626335,0.218505338,0.424199288,0.539220014,0.414484989,0.104281765,0.015309904,0.003752345,0.960600375,0.000625391,0.013133208,0.02188868,66,73,80,85,96,82,81,65,57,64,40,53,60,57,60,64,64,59,53,52,40,28,0,391,1536,"0"
"169.02_2",247,20,2,169.02,776,5,760,0,7,4,1566683.103,13782,0.183266932,0.118525896,0.18625498,0.511952191,0.558001082,0.340150399,0.143266268,0.116216087,0.006443299,0.979381443,0,0.009020619,0.005154639,66,75,95,108,92,66,60,63,64,69,35,64,55,52,72,59,58,54,52,72,70,29,1,198,658,"1"
"169.02_3",248,23,3,169.02,1712,15,1624,1,32,40,1634195.302,19214,0.096694215,0.190082645,0.272727273,0.440495868,0.527217769,0.329617612,0.130995954,0.051597077,0.008761682,0.948598131,0.000584112,0.018691589,0.023364486,79,55,77,67,92,80,71,57,76,77,57,78,74,74,59,57,54,59,50,59,66,50,0,269,570,"0"
"169.02_4",249,17,4,169.02,1437,0,1368,0,39,30,1645226.354,12616,0.168527379,0.179691653,0.370547581,0.281233386,0.534086101,0.431874401,0.028061697,0.00915542,0,0.951983299,0,0.027139875,0.020876827,61,48,45,51,44,53,56,52,57,81,28,84,71,51,60,50,51,44,48,48,41,26,0,375,634,"0"
"17_1",304,19,1,17,1197,1047,47,38,28,37,1250824.353,62835,0.017636684,0.01675485,0.018518519,0.947089947,0.505325092,0.036681243,0.000804195,0.081008094,0.874686717,0.039264829,0.031746032,0.023391813,0.03091061,13,17,15,7,9,7,7,11,4,18,3,67,66,47,31,34,57,39,46,27,60,22,2,302,326,"1"
"17_2",305,18,2,17,1450,1170,114,59,44,63,1129526.121,54425,0.04401503,0.020397209,0.042404724,0.893183038,0.444223044,0.075238764,0.003832324,0.097640448,0.806896552,0.07862069,0.040689655,0.030344828,0.043448276,16,20,19,16,15,14,17,11,4,10,8,80,48,35,48,61,64,42,37,37,47,24,0,294,288,"0"
"170_1",252,26,1,170,1438,434,851,51,31,71,6294938.418,30639,0.066317627,0.094240838,0.286212914,0.553228621,0.170413797,0.235473922,0.011620837,0.027755105,0.301808067,0.591794159,0.035465925,0.021557719,0.049374131,36,22,42,19,20,24,22,26,26,22,10,86,90,55,28,55,41,52,36,53,47,27,0,324,286,"0"
"170_2",253,21,2,170,502,17,471,0,2,12,7307563.585,6862,0.208881579,0.151315789,0.465460526,0.174342105,0.51686665,0.487531192,0.148127813,0.028290328,0.033864542,0.938247012,0,0.003984064,0.023904382,29,23,30,32,37,29,48,36,38,44,29,42,45,27,44,46,40,31,58,69,114,118,0,609,806,"0"
"170_3",254,14,3,170,1013,82,876,4,5,46,3830292.159,18717,0.221140473,0.031988873,0.080667594,0.66620306,0.443377783,0.282460274,0.041951005,0.189956359,0.08094768,0.864758144,0.003948667,0.004935834,0.045409674,18,22,29,34,38,35,32,14,28,30,22,45,43,33,16,33,19,25,30,37,28,17,0,560,581,"0"
"171_1",255,9,1,171,776,9,739,0,6,22,940324.9853,8070,0.155015198,0.465045593,0.139817629,0.240121581,0.530939226,0.536544336,0.017724554,0.046546375,0.011597938,0.952319588,0,0.007731959,0.028350515,44,24,22,21,20,24,26,28,30,38,17,36,36,28,13,24,22,37,17,29,32,14,0,486,473,"0"
"171_2",256,10,2,171,949,5,907,2,18,17,690091.7018,13850,0.069364162,0.133911368,0.360308285,0.436416185,0.534362526,0.292302484,0.012448332,0.048314337,0.005268704,0.955742887,0.002107482,0.018967334,0.017913593,26,28,48,25,25,27,32,31,33,35,14,31,37,29,23,29,29,21,24,23,24,16,0,589,560,"0"
"171_3",257,23,3,171,1508,8,1438,0,22,40,4004200.078,17788,0.193008012,0.097596504,0.210487983,0.498907502,0.53220054,0.344204298,0.01088435,0.093758186,0.00530504,0.953580902,0,0.014588859,0.026525199,65,57,54,52,45,55,65,35,76,59,46,83,95,78,57,63,64,85,62,69,100,50,0,488,555,"0"
"171_4",258,20,4,171,814,12,787,0,13,2,6635589.158,13447,0.163934426,0.383354351,0.118537201,0.334174023,0.545450105,0.481348458,0.001615081,0.053096827,0.014742015,0.966830467,0,0.015970516,0.002457002,53,67,79,60,37,51,42,48,63,38,22,73,90,56,44,41,63,35,63,35,53,28,0,447,462,"0"
"172.01_1",259,10,1,172.01,967,3,913,4,23,24,1006722.276,16181,0.08030303,0.084848485,0.451515152,0.383333333,0.522905016,0.301355044,0.04944334,0.179195678,0.003102378,0.944157187,0.004136505,0.023784902,0.024819028,47,48,46,33,47,45,38,40,60,45,37,54,52,44,48,37,49,41,37,46,25,40,0,500,450,"0"
"172.01_2",260,9,2,172.01,1168,12,1103,2,18,33,794252.7611,7895,0.211064342,0.517137703,0.171978352,0.099819603,0.522968954,0.642979849,0.023637208,0.048660791,0.010273973,0.944349315,0.001712329,0.015410959,0.028253425,43,74,61,49,52,59,53,57,51,57,33,58,48,59,57,43,59,49,53,59,49,26,0,398,331,"0"
"172.01_3",261,18,3,172.01,1059,10,1021,4,7,17,1027020.115,10088,0.129785247,0.265172736,0.349206349,0.255835668,0.54273673,0.443547484,0.037249436,0.112630469,0.009442871,0.964117092,0.003777148,0.006610009,0.01605288,36,39,47,33,45,60,45,50,51,49,33,57,48,46,30,57,64,58,52,63,54,26,0,456,411,"0"
"172.02_1",262,11,1,172.02,1197,9,1145,6,19,18,855020.6488,11100,0.18602261,0.217882837,0.315519013,0.28057554,0.5351777,0.457685045,0.037478574,0.02228061,0.007518797,0.956558062,0.005012531,0.015873016,0.015037594,48,46,41,39,36,39,52,36,44,38,28,63,44,45,37,45,51,36,34,51,32,24,0,406,527,"0"
"172.02_2",263,11,2,172.02,1113,0,1071,0,12,30,861377.2634,13836,0.063758389,0.470917226,0.135346756,0.329977629,0.540883789,0.443389771,0.0449357,0.024887207,0,0.962264151,0,0.010781671,0.026954178,50,44,49,27,50,59,53,37,59,40,32,56,50,48,42,47,42,50,30,38,27,20,0,1504,2394,"0"
"172.02_3",264,9,3,172.02,725,6,662,0,15,42,644536.4225,12792,0.2672,0.0352,0.184,0.5136,0.491723087,0.369125504,0.074137818,0.049828883,0.008275862,0.913103448,0,0.020689655,0.057931034,34,45,47,38,33,44,45,21,34,29,28,35,31,28,31,43,32,31,30,30,20,20,0,672,694,"0"
"172.02_4",265,10,4,172.02,1021,3,984,1,11,22,764387.8791,13508,0.182548794,0.230769231,0.148105626,0.438576349,0.542380657,0.404531655,0.032560847,0.046361086,0.002938296,0.963761019,0.000979432,0.010773751,0.021547502,56,51,42,30,43,35,45,39,50,38,27,54,42,29,19,32,51,42,29,42,36,35,0,849,850,"0"
"173_1",266,12,1,173,1141,30,1061,9,18,23,1094077.826,11624,0.106976744,0.56744186,0.113953488,0.211627907,0.508505703,0.548713255,0.029167903,0.119981962,0.026292726,0.929886065,0.007887818,0.015775635,0.020157756,50,45,40,36,30,28,36,35,46,34,26,49,52,38,61,72,45,50,42,44,48,26,0,651,556,"0"
"173_2",267,58,2,173,2024,57,1817,13,31,106,8311568.619,16074,0.085544126,0.21548457,0.322144017,0.376827287,0.476346911,0.352957224,0.124860186,0.493675464,0.028162055,0.897727273,0.006422925,0.015316206,0.052371542,124,179,173,130,114,151,158,142,119,125,89,232,261,230,174,289,221,252,216,262,168,89,0,585,453,"0"
"174_1",268,20,1,174,1254,16,1082,2,27,127,1933745.094,10365,0.313907285,0.205298013,0.198675497,0.282119205,0.441458554,0.542150768,0.205264109,0.157270033,0.012759171,0.862838915,0.001594896,0.0215311,0.101275917,80,83,66,68,64,63,58,66,41,48,35,89,67,49,65,58,68,69,69,63,69,28,2,652,676,"1"
"174_2",269,24,2,174,1165,9,1103,10,12,31,1872994.44,12459,0.187761945,0.269907795,0.272422464,0.269907795,0.525400754,0.480815292,0.195424218,0.115678082,0.007725322,0.946781116,0.008583691,0.010300429,0.026609442,108,74,101,72,79,71,74,58,101,73,38,103,74,97,74,98,87,56,65,87,65,44,3,413,318,"1"
"175_1",270,21,1,175,1631,10,601,4,17,999,1578754.42,7719,0.391236307,0.251434533,0.234741784,0.122587376,0.489671277,0.668103099,0.126228269,0.042750525,0.006131208,0.368485592,0.002452483,0.010423053,0.612507664,77,78,42,59,58,57,52,63,46,71,48,39,75,55,51,55,52,49,48,54,54,24,2,688,512,"1"
"175_2",271,10,2,175,910,19,109,0,6,776,1256275.408,5716,0.086956522,0.263330599,0.620180476,0.029532404,0.729910866,0.492066401,0.085675717,0.205099045,0.020879121,0.11978022,0,0.006593407,0.852747253,70,56,63,67,54,51,56,42,50,53,23,69,48,48,43,44,39,48,21,38,35,20,0,609,604,"0"
"175_3",272,13,3,175,768,12,269,3,8,476,1273436.901,9609,0.211668928,0.217096336,0.514246947,0.056987788,0.49695528,0.553494746,0.024037549,0.286979553,0.015625,0.350260417,0.00390625,0.010416667,0.619791667,68,83,57,64,52,63,78,65,29,58,35,94,69,75,50,58,47,72,50,34,79,48,1,297,227,"1"
"175_4",273,9,4,175,877,27,255,0,12,583,877732.0068,7697,0.314673452,0.408821035,0.128922816,0.147582697,0.541929862,0.660855331,0.112747483,0.061810912,0.030786773,0.290763968,0,0.01368301,0.664766249,36,56,37,41,44,50,44,39,24,26,16,43,31,38,31,26,31,34,21,23,23,17,0,541,358,"0"
"175_5",274,12,5,175,1503,6,333,8,3,1153,1100969.027,6439,0.524564184,0.142630745,0.289223455,0.043581616,0.644296015,0.750896875,0.137683648,0.03123393,0.003992016,0.221556886,0.005322688,0.001996008,0.767132402,78,87,44,70,71,60,68,69,58,58,25,56,50,58,51,51,46,55,34,46,47,18,0,999,1124,"0"
"175_6",275,20,6,175,1327,25,247,6,11,1038,1722163.295,10730,0.21529745,0.481586402,0.11898017,0.184135977,0.659379137,0.604039395,0.177564382,0.071800207,0.018839488,0.186134137,0.004521477,0.008289375,0.782215524,70,82,63,55,69,60,57,38,39,47,29,66,74,81,56,66,51,53,43,46,50,18,1,963,781,"1"
"176.01_1",276,11,1,176.01,642,12,28,0,0,602,858823.5842,8528,0.305898491,0.203017833,0.312757202,0.178326475,0.814858317,0.57203559,0.196886539,0.090377237,0.018691589,0.043613707,0,0,0.937694704,37,42,20,30,27,30,29,25,25,17,15,22,36,29,21,23,24,19,11,13,19,10,0,451,590,"0"
"176.01_2",277,11,2,176.01,713,9,37,5,5,657,885818.0117,7733,0.263945578,0.353741497,0.227210884,0.155102041,0.798622239,0.603509926,0.162709048,0.276758433,0.012622721,0.051893408,0.007012623,0.007012623,0.921458626,52,76,59,44,50,35,40,52,46,61,26,32,38,40,36,33,45,41,24,31,26,12,4,764,693,"1"
"176.01_3",278,24,3,176.01,1565,40,97,11,15,1402,1769969.805,8621,0.332411887,0.348997927,0.05252246,0.266067726,0.773010259,0.610928566,0.127694551,0.339855658,0.025559105,0.061980831,0.007028754,0.009584665,0.895846645,107,111,89,92,99,93,90,90,84,74,70,147,121,91,81,103,95,105,71,148,94,68,3,339,315,"1"
"176.01_4",279,23,4,176.01,1905,42,97,6,19,1741,1445385.84,6913,0.358317215,0.338491296,0.136847195,0.166344294,0.791074375,0.660224808,0.124118112,0.054877509,0.022047244,0.050918635,0.003149606,0.009973753,0.913910761,138,119,68,82,98,98,84,77,66,83,50,97,101,67,76,63,87,77,56,70,53,34,0,632,731,"0"
"176.01_5",280,13,5,176.01,737,13,46,4,2,672,1267752.688,9632,0.091954023,0.305418719,0.417077176,0.185550082,0.788968227,0.455736008,0.202826557,0.36686869,0.017639077,0.062415197,0.005427408,0.002713704,0.911804613,48,59,48,59,43,39,40,38,38,24,15,68,69,57,70,57,51,51,45,32,53,37,1,737,797,"1"
"176.02_1",281,19,1,176.02,1648,51,215,28,10,1344,1247259.573,7553,0.193249504,0.398411648,0.378557247,0.029781602,0.692697594,0.61350653,0.143921285,0.082808653,0.030946602,0.130461165,0.016990291,0.006067961,0.815533981,83,95,60,54,78,69,77,63,71,69,45,92,90,77,61,79,60,45,56,64,41,28,0,1294,1168,"0"
"176.02_2",282,11,2,176.02,844,59,104,2,4,675,831413.4688,8525,0.230452675,0.449931413,0.212620027,0.106995885,0.676926647,0.630533781,0.25783091,0.337453468,0.069905213,0.123222749,0.002369668,0.004739336,0.799763033,43,30,25,42,44,26,19,34,27,30,19,39,28,26,36,28,27,27,26,27,40,11,0,579,513,"0"
"176.02_3",283,30,3,176.02,1422,60,168,12,2,1180,2227897.775,8902,0.242463958,0.211664482,0.458715596,0.087155963,0.706980772,0.562579578,0.038055037,0.063009789,0.042194093,0.11814346,0.008438819,0.00140647,0.829817159,61,87,68,58,52,58,51,64,51,54,28,82,88,80,63,89,86,69,33,61,48,32,0,600,997,"0"
"177.01_1",284,10,1,177.01,1287,90,308,18,26,845,1093220.141,4369,0.586160109,0.20963365,0.1614654,0.042740841,0.53372927,0.817673472,0.05285464,0.121709826,0.06993007,0.239316239,0.013986014,0.02020202,0.656565657,84,63,53,63,86,68,84,63,57,66,50,115,86,81,69,87,59,76,79,50,55,40,0,813,1055,"0"
"177.01_2",285,11,2,177.01,1098,116,350,56,31,545,851553.6084,8236,0.190726159,0.241469816,0.402449694,0.165354331,0.378097066,0.509493797,0.057744142,0.238314952,0.10564663,0.318761384,0.051001821,0.028233151,0.496357013,117,124,134,122,138,121,123,118,152,89,56,112,122,101,91,125,116,118,103,94,113,73,1,548,434,"1"
"177.01_3",286,10,3,177.01,1320,104,361,48,20,787,647529.855,9246,0.070016474,0.44645799,0.200988468,0.282537068,0.473375735,0.455797945,0.012568652,0.046938601,0.078787879,0.273484848,0.036363636,0.015151515,0.596212121,56,67,53,48,64,50,57,47,52,47,38,58,63,49,49,61,56,48,40,30,32,27,0,588,608,"0"
"177.02_1",287,13,1,177.02,914,76,107,20,5,706,999357.4663,6738,0.40224359,0.225961538,0.263621795,0.108173077,0.649592497,0.671932731,0.192193152,0.154504603,0.083150985,0.117067834,0.021881838,0.00547046,0.772428884,47,56,54,57,79,74,58,39,44,57,35,105,163,66,78,158,115,120,41,55,68,28,0,714,1066,"0"
"177.02_2",288,13,2,177.02,1110,154,171,28,25,732,950267.0806,6845,0.27854251,0.473684211,0.145748988,0.102024291,0.536623073,0.674194079,0.122350474,0.110476676,0.138738739,0.154054054,0.025225225,0.022522523,0.659459459,83,69,74,63,88,62,87,79,76,90,42,105,123,102,82,130,94,126,67,76,103,47,1,728,729,"1"
"177.02_3",289,9,3,177.02,965,44,242,22,13,644,647253.8684,6289,0.619672131,0.06557377,0.192786885,0.121967213,0.544521126,0.763051913,0.022232688,0.054704266,0.045595855,0.250777202,0.022797927,0.013471503,0.667357513,75,60,63,54,36,47,51,55,51,31,25,64,45,42,48,41,51,38,29,25,28,23,0,561,647,"0"
"177.02_4",290,14,4,177.02,1206,131,174,42,20,839,1291176.676,6681,0.333056478,0.487541528,0.070598007,0.108803987,0.572851839,0.714778854,0.066991891,0.017094178,0.108623549,0.144278607,0.034825871,0.016583748,0.695688226,42,67,43,46,46,48,65,58,66,71,36,75,75,52,59,50,56,48,50,57,56,30,0,399,425,"0"
"177.02_5",291,11,5,177.02,881,63,182,13,9,614,1373327.178,7860,0.200221239,0.418141593,0.300884956,0.080752212,0.574098914,0.607460284,0.055219177,0.165424459,0.071509648,0.206583428,0.014755959,0.010215664,0.696935301,91,87,66,61,76,50,51,53,65,56,58,109,104,91,168,130,89,89,75,64,94,53,0,363,410,"0"
"178_1",292,10,1,178,1072,166,277,38,21,570,823109.2952,7890,0.413638904,0.166573505,0.111235327,0.308552264,0.408880031,0.589097406,0.009693085,0.221890077,0.154850746,0.258395522,0.035447761,0.019589552,0.531716418,76,90,88,70,68,56,72,51,64,55,38,100,94,56,45,89,67,66,64,59,48,41,0,681,853,"0"
"178_2",293,8,2,178,941,224,245,27,26,419,918126.3924,8053,0.374137931,0.317241379,0.163793103,0.144827586,0.326408071,0.671378349,0.040212243,0.234735149,0.238044633,0.260361318,0.02869288,0.027630181,0.445270988,72,46,46,60,45,49,69,50,52,44,28,81,68,57,60,60,50,49,68,58,58,38,0,334,457,"0"
"178_3",294,10,3,178,903,208,265,13,13,404,638385.332,12573,0.026666667,0.481481481,0.223703704,0.268148148,0.324561177,0.442764177,0.057472225,0.07721919,0.2303433,0.293466224,0.014396456,0.014396456,0.447397564,36,30,34,34,55,50,42,31,28,37,22,50,52,45,49,39,48,31,34,25,34,18,0,619,783,"0"
"178_4",295,8,4,178,862,147,243,50,9,413,476826.0423,6589,0.343220339,0.518644068,0.019491525,0.118644068,0.356281943,0.729316729,0.050864137,0.100508335,0.170533643,0.281902552,0.05800464,0.010440835,0.479118329,36,27,37,30,44,36,38,41,26,32,16,48,43,44,39,52,33,49,24,29,30,19,0,530,355,"0"
"178_5",296,12,5,178,1370,215,335,18,30,772,1503039.204,8481,0.20599022,0.238997555,0.435207824,0.119804401,0.440667263,0.53522275,0.032152163,0.16445838,0.156934307,0.244525547,0.013138686,0.02189781,0.56350365,71,72,67,60,55,83,55,65,44,72,37,91,95,94,72,76,98,84,63,60,71,49,0,578,746,"0"
"178_6",297,22,6,178,590,107,129,17,4,333,1494315.671,16195,0.135011442,0,0.517162471,0.347826087,0.441570393,0.322354505,0.142280372,0.03749333,0.181355932,0.218644068,0.028813559,0.006779661,0.56440678,48,33,30,22,31,43,38,37,23,17,12,40,56,61,35,47,50,36,34,49,25,24,0,259,415,"0"
"178_7",298,13,7,178,966,257,201,30,19,459,1274592.139,13688,0.055629139,0.343046358,0.417218543,0.18410596,0.352318893,0.443998793,0.130877626,0.16572125,0.266045549,0.208074534,0.031055901,0.019668737,0.47515528,53,69,77,82,56,53,56,47,46,50,30,85,103,74,63,73,64,99,62,58,58,44,1,768,960,"1"
"179_1",299,10,1,179,755,160,213,1,19,362,1051584.147,10963,0.079768786,0.278612717,0.372254335,0.269364162,0.358142664,0.408549969,0.123772128,0.045298696,0.21192053,0.282119205,0.001324503,0.025165563,0.479470199,45,63,50,32,47,91,78,26,27,44,27,43,46,39,40,36,29,31,32,23,22,14,0,538,588,"0"
"179_2",300,7,2,179,1743,1056,240,19,37,391,1137501.844,21593,0.134166667,0.124166667,0.23,0.511666667,0.337979843,0.307895879,0.005323108,0.057892656,0.605851979,0.137693632,0.010900746,0.021227768,0.224325875,47,71,67,54,62,47,41,41,51,64,33,70,87,87,103,65,66,62,51,69,60,26,0,111,496,"0"
"179_3",301,6,3,179,834,424,122,10,19,259,576446.1455,10735,0.058762887,0.036082474,0.58556701,0.319587629,0.326746833,0.291532463,0,0.089694213,0.508393285,0.146282974,0.011990408,0.022781775,0.310551559,38,23,26,30,25,30,22,18,14,23,10,36,31,50,59,35,44,37,27,26,39,31,0,150,523,"0"
"179_4",302,17,4,179,1836,786,362,13,57,618,1946435.991,9629,0.200952381,0.363333333,0.33,0.105714286,0.279896912,0.580087653,0.098984354,0.051497241,0.428104575,0.197167756,0.00708061,0.031045752,0.336601307,79,99,73,82,79,76,65,59,62,56,38,91,121,105,89,111,91,73,90,98,56,35,0,207,531,"0"
"179_5",303,27,5,179,1145,198,335,17,29,566,2965521.682,7878,0.345932621,0.171733772,0.271158587,0.211175021,0.373157557,0.577605908,0.260300333,0.221633564,0.172925764,0.292576419,0.014847162,0.025327511,0.494323144,55,55,68,31,47,66,65,31,46,52,22,70,76,70,47,51,64,47,45,46,40,32,1,293,510,"1"
"18_1",326,10,1,18,888,768,34,33,19,34,705883.153,55779,0.0125,0.036458333,0.0875,0.863541667,0.49550324,0.069181903,0.027903123,0.081334127,0.864864865,0.038288288,0.037162162,0.021396396,0.038288288,10,8,8,5,13,3,7,5,6,3,2,37,15,35,20,31,33,23,24,25,15,10,8,193,494,"1"
"18_2",327,42,2,18,1985,1191,501,140,54,99,1899666.279,52407,0.00990099,0.093798854,0.064095883,0.832204273,0.241949746,0.098362355,0.005886661,0.226772154,0.6,0.252392947,0.070528967,0.02720403,0.049874055,50,32,44,37,41,38,36,40,33,35,17,120,107,117,86,103,102,88,81,88,57,24,2,232,626,"1"
"180.01_1",306,25,1,180.01,772,678,34,13,10,37,1991085.302,22095,0.091819699,0.025041736,0.101836394,0.78130217,0.508876718,0.149390602,0.419036743,0.090325851,0.878238342,0.044041451,0.016839378,0.012953368,0.047927461,27,14,20,22,24,31,15,12,17,13,12,45,59,51,50,61,74,60,40,35,25,31,0,278,512,"0"
"180.01_2",307,15,2,180.01,854,764,11,2,12,65,1104881.582,14544,0.149965446,0.154803041,0.316516932,0.378714582,0.525251959,0.376123281,0.021030242,0.054887289,0.894613583,0.012880562,0.00234192,0.014051522,0.076112412,29,43,28,32,21,19,30,35,26,20,10,58,67,51,66,51,46,37,47,31,29,27,0,292,801,"0"
"180.01_3",308,15,3,180.01,960,856,7,11,12,74,1069067.157,27782,0,0.030141844,0.593971631,0.375886525,0.522305042,0.228695383,0.120762207,0.106681282,0.891666667,0.007291667,0.011458333,0.0125,0.077083333,20,21,17,19,19,19,15,24,13,20,6,44,47,55,55,39,57,46,41,46,39,25,0,160,435,"0"
"180.02_1",309,16,1,180.02,1425,1361,11,7,14,32,1203779.725,31512,0.027455121,0.050686378,0.152059134,0.769799366,0.585726095,0.117378154,0.001388318,0.062275508,0.955087719,0.007719298,0.004912281,0.009824561,0.02245614,15,24,22,27,13,24,26,11,31,27,12,68,65,55,61,74,77,60,42,69,33,22,0,130,397,"0"
"180.02_2",310,14,2,180.02,1146,1108,7,3,10,18,1090287.127,15305,0.469020653,0,0.208527648,0.322451699,0.597479562,0.564730423,0.013441974,0.154318125,0.966841187,0.006108202,0.002617801,0.008726003,0.015706806,26,33,28,32,40,26,17,28,15,21,12,59,59,51,60,62,52,45,34,46,26,18,0,237,354,"0"
"180.02_3",311,22,3,180.02,2060,1919,10,15,19,97,1551680.965,22374,0.141948116,0.101321586,0.145374449,0.611355849,0.562191774,0.270503966,0.017811461,0.030868025,0.931553398,0.004854369,0.007281553,0.009223301,0.047087379,31,22,37,30,28,25,30,27,26,15,21,66,83,86,83,76,103,86,58,68,56,36,0,218,775,"0"
"180.02_4",312,17,4,180.02,820,762,5,4,9,40,882932.6693,36236,0.036470588,0,0,0.963529412,0.559906668,0.038244955,0.014851076,0.112833361,0.929268293,0.006097561,0.004878049,0.01097561,0.048780488,17,10,21,13,21,14,12,18,14,15,5,42,32,44,44,59,41,37,36,40,31,29,0,166,415,"0"
"183_1",313,17,1,183,635,615,9,0,5,6,11544507.36,25996,0.055194805,0.053571429,0.118506494,0.772727273,0.599142313,0.136756024,0.294636748,0.302490752,0.968503937,0.014173228,0,0.007874016,0.009448819,6,6,8,10,12,11,14,14,15,21,13,56,33,27,36,44,53,38,26,29,28,27,0,139,344,"0"
"183_2",314,11,2,183,1313,1250,7,9,21,26,1339920.918,19956,0.055555556,0.0907173,0.141350211,0.712376934,0.582656654,0.17108809,0.015719816,0.020746104,0.952018279,0.005331302,0.006854532,0.015993907,0.01980198,20,27,28,23,22,23,18,26,16,19,15,31,44,55,43,39,30,26,31,19,21,15,0,395,771,"0"
"183_3",315,48,3,183,1607,1552,8,3,23,21,7566227.385,19553,0.010479042,0.133982036,0.304640719,0.550898204,0.596413111,0.211143254,0.018562382,0.098901727,0.965774736,0.00497822,0.001866833,0.014312383,0.013067828,30,17,29,23,11,32,15,21,13,13,14,84,99,79,72,82,91,65,49,68,48,38,0,510,668,"0"
"183_4",316,11,4,183,758,709,0,4,7,38,1272954.931,28987,0.125,0.012640449,0.363764045,0.498595506,0.565994576,0.267072419,0.014313321,0.072497758,0.935356201,0,0.005277045,0.009234828,0.050131926,13,18,19,15,20,14,9,16,13,19,10,54,48,56,58,49,25,24,34,27,18,22,0,401,480,"0"
"184_1",317,22,1,184,633,588,1,16,6,22,4052586.654,20647,0,0.150176678,0.167844523,0.681978799,0.559548328,0.163658881,0.069520957,0.079732254,0.928909953,0.001579779,0.025276461,0.009478673,0.034755134,10,15,23,18,15,11,8,7,10,10,12,37,27,50,44,34,32,35,31,24,21,9,0,599,665,"0"
"184_2",318,36,2,184,1627,1521,7,0,37,62,19985884.42,22101,0.067291782,0.044125758,0.146166575,0.742415885,0.565487792,0.152506661,0.073033202,0.03157493,0.934849416,0.004302397,0,0.022741242,0.038106945,40,32,44,31,46,31,38,31,30,41,31,79,98,121,74,96,59,70,45,53,51,25,0,528,539,"0"
"188_1",319,9,1,188,1439,402,400,3,22,612,1022745.764,10268,0.374431818,0.128409091,0.145454545,0.351704545,0.302458957,0.533263374,0.018031547,0.037021372,0.279360667,0.277970813,0.002084781,0.015288395,0.425295344,45,57,42,29,52,56,45,59,52,44,29,85,81,74,71,73,73,53,42,52,44,20,0,558,799,"0"
